pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,methodology,national_poll,recent_poll
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Marquette Law School,3,NA,Donald Trump,REP,52,856,Voters,Probability Panel,1,Older
Marquette Law School,3,NA,Donald Trump,REP,51,668,Voters,Probability Panel,1,Older
Kaiser Family Foundation,2.5,NA,Donald Trump,REP,39,1072,Voters,Probability Panel,1,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,46,800,Voters,Online Panel,0,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,40,800,Voters,Online Panel,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,48,803,Voters,Online Panel,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,43,803,Voters,Online Panel,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,43,700,Voters,Online Panel,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,37,700,Voters,Online Panel,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,46,437,Voters,Online Panel,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,39,437,Voters,Online Panel,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,48,702,Voters,Online Panel,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,42,702,Voters,Online Panel,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,47,805,Voters,Online Panel,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,41,805,Voters,Online Panel,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,47,675,Voters,Online Panel,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,38,675,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,6000,Voters,Online Panel,1,Older
Meredith College,1.6,North Carolina,Donald Trump,REP,39,755,Voters,Online Panel,0,Older
Big Village,1.2,NA,Donald Trump,REP,40.1,1497,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,37.1,2023,Adults,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,39.1,1674,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Emerson,2.9,Michigan,Donald Trump,REP,41,1000,Voters,IVR/Online Panel,0,Older
Emerson,2.9,Michigan,Donald Trump,REP,43,788,Voters,IVR/Online Panel,0,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,46.4,1000,Voters,IVR/Online Panel,0,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,49.1,816,Voters,IVR/Online Panel,0,Older
Emerson,2.9,Georgia,Donald Trump,REP,46.9,1000,Voters,IVR/Online Panel,0,Older
Emerson,2.9,Georgia,Donald Trump,REP,49.1,780,Voters,IVR/Online Panel,0,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,43.8,1000,Voters,IVR/Online Panel,0,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,45.2,819,Voters,IVR/Online Panel,0,Older
Emerson,2.9,Arizona,Donald Trump,REP,42.8,1000,Voters,IVR/Online Panel,0,Older
Emerson,2.9,Arizona,Donald Trump,REP,45.5,778,Voters,IVR/Online Panel,0,Older
Emerson,2.9,Nevada,Donald Trump,REP,46.2,1000,Voters,IVR/Online Panel,0,Older
Emerson,2.9,Nevada,Donald Trump,REP,47.3,770,Voters,IVR/Online Panel,0,Older
TIPP,1.8,NA,Donald Trump,REP,41,1242,Voters,Online Panel,1,Older
TIPP,1.8,NA,Donald Trump,REP,37,1242,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,51,1759,Voters,Online Panel,1,Older
Elway,1.9,Washington,Donald Trump,REP,29,403,Voters,Live Phone/Text-to-Web,0,Older
Elway,1.9,Washington,Donald Trump,REP,25,403,Voters,Live Phone/Text-to-Web,0,Older
U. Georgia SPIA,2.2,Georgia,Donald Trump,REP,45.4,1002,Voters,Live Phone,0,Older
Siena/NYT,3,Arizona,Donald Trump,REP,49,603,Voters,Live Phone,0,Older
Siena/NYT,3,Arizona,Donald Trump,REP,49,603,Voters,Live Phone,0,Older
Siena/NYT,3,Arizona,Kamala Harris,DEM,43,603,Voters,Live Phone,0,Older
Siena/NYT,3,Arizona,Donald Trump,REP,48,603,Voters,Live Phone,0,Older
Siena/NYT,3,Arizona,Kamala Harris,DEM,43,603,Voters,Live Phone,0,Older
Siena/NYT,3,Arizona,Donald Trump,REP,48,603,Voters,Live Phone,0,Older
Siena/NYT,3,Arizona,Donald Trump,REP,33,603,Voters,Live Phone,0,Older
Siena/NYT,3,Arizona,Donald Trump,REP,34,603,Voters,Live Phone,0,Older
Siena/NYT,3,Georgia,Donald Trump,REP,49,629,Voters,Live Phone,0,Older
Siena/NYT,3,Georgia,Donald Trump,REP,49,629,Voters,Live Phone,0,Older
Siena/NYT,3,Georgia,Kamala Harris,DEM,44,629,Voters,Live Phone,0,Older
Siena/NYT,3,Georgia,Donald Trump,REP,45,629,Voters,Live Phone,0,Older
Siena/NYT,3,Georgia,Kamala Harris,DEM,44,629,Voters,Live Phone,0,Older
Siena/NYT,3,Georgia,Donald Trump,REP,47,629,Voters,Live Phone,0,Older
Siena/NYT,3,Georgia,Donald Trump,REP,36,629,Voters,Live Phone,0,Older
Siena/NYT,3,Georgia,Donald Trump,REP,38,629,Voters,Live Phone,0,Older
Siena/NYT,3,Michigan,Donald Trump,REP,48,616,Voters,Live Phone,0,Older
Siena/NYT,3,Michigan,Donald Trump,REP,46,616,Voters,Live Phone,0,Older
Siena/NYT,3,Michigan,Kamala Harris,DEM,45,616,Voters,Live Phone,0,Older
Siena/NYT,3,Michigan,Donald Trump,REP,47,616,Voters,Live Phone,0,Older
Siena/NYT,3,Michigan,Kamala Harris,DEM,48,616,Voters,Live Phone,0,Older
Siena/NYT,3,Michigan,Donald Trump,REP,46,616,Voters,Live Phone,0,Older
Siena/NYT,3,Michigan,Donald Trump,REP,34,616,Voters,Live Phone,0,Older
Siena/NYT,3,Michigan,Donald Trump,REP,34,616,Voters,Live Phone,0,Older
Siena/NYT,3,Nevada,Donald Trump,REP,52,611,Voters,Live Phone,0,Older
Siena/NYT,3,Nevada,Donald Trump,REP,52,611,Voters,Live Phone,0,Older
Siena/NYT,3,Nevada,Kamala Harris,DEM,42,611,Voters,Live Phone,0,Older
Siena/NYT,3,Nevada,Donald Trump,REP,48,611,Voters,Live Phone,0,Older
Siena/NYT,3,Nevada,Kamala Harris,DEM,42,611,Voters,Live Phone,0,Older
Siena/NYT,3,Nevada,Donald Trump,REP,50,611,Voters,Live Phone,0,Older
Siena/NYT,3,Nevada,Donald Trump,REP,38,611,Voters,Live Phone,0,Older
Siena/NYT,3,Nevada,Donald Trump,REP,40,611,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,48,600,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,49,600,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,44,600,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,47,600,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,44,600,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,48,600,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,35,600,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,36,600,Voters,Live Phone,0,Older
Siena/NYT,3,Wisconsin,Donald Trump,REP,45,603,Voters,Live Phone,0,Older
Siena/NYT,3,Wisconsin,Donald Trump,REP,45,603,Voters,Live Phone,0,Older
Siena/NYT,3,Wisconsin,Kamala Harris,DEM,46,603,Voters,Live Phone,0,Older
Siena/NYT,3,Wisconsin,Donald Trump,REP,47,603,Voters,Live Phone,0,Older
Siena/NYT,3,Wisconsin,Kamala Harris,DEM,46,603,Voters,Live Phone,0,Older
Siena/NYT,3,Wisconsin,Donald Trump,REP,48,603,Voters,Live Phone,0,Older
Siena/NYT,3,Wisconsin,Donald Trump,REP,35,603,Voters,Live Phone,0,Older
Siena/NYT,3,Wisconsin,Donald Trump,REP,35,603,Voters,Live Phone,0,Older
Data for Progress,2.6,Ohio,Donald Trump,REP,51,597,Voters,Online Panel/Text-to-Web,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
CNN/SSRS,2.8,NA,Donald Trump,REP,49,1271,Voters,Probability Panel,1,Older
CNN/SSRS,2.8,NA,Donald Trump,REP,41,1271,Voters,Probability Panel,1,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,48,908,Voters,Live Phone/Email,0,Older
Digital Research,1.4,Maine,Donald Trump,REP,35,614,Voters,Live Phone/Online Panel,0,Older
Digital Research,1.4,Maine,Donald Trump,REP,27,307,Voters,Live Phone/Online Panel,0,Older
Digital Research,1.4,Maine,Donald Trump,REP,42,307,Voters,Live Phone/Online Panel,0,Older
HarrisX,1.5,NA,Donald Trump,REP,51,2021,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,44,2021,Voters,Online Panel,1,Older
Cygnal,2.1,NA,Donald Trump,REP,45.3,2000,Voters,NA,1,Older
Cygnal,2.1,NA,Donald Trump,REP,39.4,2000,Voters,NA,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,38,1500,Adults,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,42,1333,Voters,Online Panel,1,Older
Noble Predictive Insights,2.4,Arizona,Donald Trump,REP,46,1010,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,46,1610,Voters,Live Phone,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,36,1610,Voters,Live Phone,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,35,1610,Voters,Live Phone,1,Older
UC Berkeley,2.5,California,Donald Trump,REP,31,4506,Voters,Email,0,Older
UC Berkeley,2.5,California,Donald Trump,REP,29,4506,Voters,Email,0,Older
Redfield & Wilton Strategies,1.8,NA,Donald Trump,REP,35,1500,Voters,Online Panel,1,Older
Redfield & Wilton Strategies,1.8,NA,Donald Trump,REP,40,1183,Voters,Online Panel,1,Older
Leger,2,NA,Donald Trump,REP,36,1000,Adults,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,6000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Susquehanna,2.3,NA,Donald Trump,REP,40,1000,Voters,NA,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,47,1029,Voters,Online Panel,1,Older
Tarrance,1.6,Nevada,Donald Trump,REP,46,600,Voters,Live Phone,0,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,44,2202,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,43,2605,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Kamala Harris,DEM,45,2202,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,46,2202,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Kamala Harris,DEM,43,2605,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,46,2605,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,46,2202,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,45,2605,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,45,2202,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,44,2605,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,45,2202,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,44,2605,Voters,Online Panel/Text-to-Web,1,Older
Clarity,1.6,NA,Donald Trump,REP,46,1169,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,48,1000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Kamala Harris,DEM,42,1000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,50,1000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,39,1000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,38,1000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,45,3029,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,40,3029,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,5000,Voters,Online Panel,1,Older
Franklin and Marshall College,2.4,Pennsylvania,Donald Trump,REP,42,873,Voters,NA,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Suffolk,2.9,NA,Donald Trump,REP,36.5,1000,Voters,Live Phone,1,Older
Suffolk,2.9,NA,Donald Trump,REP,41,1000,Voters,Live Phone,1,Older
Suffolk,2.9,NA,Donald Trump,REP,37,1000,Voters,Live Phone,1,Older
Suffolk,2.9,NA,Donald Trump,REP,41,1000,Voters,Live Phone,1,Older
UMass Amherst/YouGov,2.4,Massachusetts,Donald Trump,REP,21,700,Adults,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Ohio Northern University Institute for Civics and Public Policy,1.5,Ohio,Donald Trump,REP,45,668,Voters,Online Panel,0,Older
Ohio Northern University Institute for Civics and Public Policy,1.5,Ohio,Donald Trump,REP,42,668,Voters,Online Panel,0,Older
Siena,2.7,New York,Donald Trump,REP,37,1225,Voters,Live Phone/Online Panel,0,Older
Siena,2.7,New York,Donald Trump,REP,31,1225,Voters,Live Phone/Online Panel,0,Older
PPIC,2.5,California,Donald Trump,REP,29,1395,Voters,Probability Panel,0,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,52,2116,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,42,2116,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,41,2116,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,41,2116,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,48,2116,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,42,2116,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,41,2116,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Alaska Survey Research,1.9,Alaska,Donald Trump,REP,45,1375,Voters,Text-to-Web,0,Older
Alaska Survey Research,1.9,Alaska,Donald Trump,REP,37,1375,Voters,Text-to-Web,0,Older
Emerson,2.9,NA,Donald Trump,REP,47.2,1578,Voters,IVR/Online Panel,1,Older
Emerson,2.9,NA,Donald Trump,REP,47.9,1578,Voters,IVR/Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
YouGov,3,Texas,Donald Trump,REP,45,1200,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,41,4000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,43,1123,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,40,1123,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,39,1123,Voters,Online Panel,1,Older
Premise,1.9,NA,Donald Trump,REP,43,1850,Adults,App Panel,1,Older
Premise,1.9,NA,Donald Trump,REP,44,1417,Voters,App Panel,1,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,59,1075,Voters,NA,0,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,61,835,Voters,NA,0,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,46,1164,Voters,NA,0,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,48,872,Voters,NA,0,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,52,1118,Voters,NA,0,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,53,844,Voters,NA,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,41,5000,Voters,Online Panel,1,Older
Zogby,1.2,NA,Donald Trump,REP,48.9,869,Voters,Online Panel,1,Older
Zogby,1.2,NA,Donald Trump,REP,42.6,869,Voters,Online Panel,1,Older
Selzer,2.8,NA,Donald Trump,REP,40,784,Voters,Live Phone,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,41,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Remington,2.6,Missouri,Donald Trump,REP,52,806,Voters,NA,0,Older
Remington,2.6,Missouri,Donald Trump,REP,49,806,Voters,NA,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Zogby,1.2,Georgia,Donald Trump,REP,51,628,Voters,Email/Online Ad,0,Older
Zogby,1.2,Georgia,Donald Trump,REP,44.5,628,Voters,Email/Online Ad,0,Older
Marist,2.9,NA,Donald Trump,REP,46,1218,Voters,Live Phone/Online Panel/Text,1,Older
Marist,2.9,NA,Donald Trump,REP,37,1218,Voters,Live Phone/Online Panel/Text,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,38,1500,Adults,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,42,1296,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,47,804,Voters,Online Panel,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,48,801,Voters,Online Panel,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,44,706,Voters,Online Panel,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,43,503,Voters,Online Panel,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,47,702,Voters,Online Panel,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,46,807,Voters,Online Panel,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,46,700,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,41,820,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,40,820,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,48,1007,Voters,Live Phone,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,45,1007,Voters,Live Phone,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,41,1007,Voters,Live Phone,1,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,44,627,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,42,627,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,44,1100,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,44,1100,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,43,761,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,41,761,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,43,736,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,41,736,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,42,900,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,39,900,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,5000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,40.7,2181,Voters,Online Panel/Text-to-Web/Text,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,39.4,2181,Voters,Online Panel/Text-to-Web/Text,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,40.6,2181,Voters,Online Panel/Text-to-Web/Text,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,39.4,2181,Voters,Online Panel/Text-to-Web/Text,1,Older
MRG (Marketing Resource Group),1.8,Michigan,Donald Trump,REP,41.6,600,Voters,Live Phone,0,Older
MRG (Marketing Resource Group),1.8,Michigan,Donald Trump,REP,40.4,600,Voters,Live Phone,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,45,2982,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,41,1033,Voters,Online Panel,1,Older
Cygnal,2.1,NA,Donald Trump,REP,45.1,2000,Voters,Online Panel/Text-to-Web,1,Older
Cygnal,2.1,NA,Donald Trump,REP,39.6,2000,Voters,Online Panel/Text-to-Web,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,41,4000,Voters,Online Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,35,1005,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,33,1005,Adults,Probability Panel,1,Older
Emerson,2.9,Ohio,Donald Trump,REP,44.6,438,Voters,IVR/Online Panel/Email,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,45.3,430,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Idaho,Donald Trump,REP,54.5,490,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,42,532,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Missouri,Donald Trump,REP,50.2,491,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Kansas,Donald Trump,REP,47,487,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,West Virginia,Donald Trump,REP,59.3,539,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Indiana,Donald Trump,REP,47.5,462,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Iowa,Donald Trump,REP,43.5,464,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Nebraska,Donald Trump,REP,46.8,423,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,North Dakota,Donald Trump,REP,54,419,Voters,Online Panel/Email,0,Older
Emerson,2.9,South Dakota,Donald Trump,REP,50.3,432,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Illinois,Donald Trump,REP,33.7,468,Voters,Online Panel/Email,0,Older
Emerson,2.9,Arkansas,Donald Trump,REP,56.6,435,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Minnesota,Donald Trump,REP,37.8,477,Voters,Online Panel/Email,0,Older
Emerson,2.9,Michigan,Donald Trump,REP,42.5,468,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Colorado,Donald Trump,REP,37.6,442,Voters,Online Panel/Email,0,Older
Emerson,2.9,Montana,Donald Trump,REP,48.6,447,Voters,Online Panel/Email,0,Older
Emerson,2.9,Wyoming,Donald Trump,REP,67.6,478,Voters,Online Panel/Email,0,Older
Emerson,2.9,Tennessee,Donald Trump,REP,55.3,410,Voters,Online Panel/Email,0,Older
Emerson,2.9,Kentucky,Donald Trump,REP,54.6,450,Voters,IVR/Online Panel/Email,0,Older
Emerson,2.9,Oklahoma,Donald Trump,REP,55,447,Voters,IVR/Online Panel/Email,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,Online Panel,1,Older
SurveyUSA,2.8,NA,Donald Trump,REP,43,2330,Voters,Online Panel,1,Older
CNN/SSRS,2.8,Nevada,Donald Trump,REP,45,1251,Voters,Live Phone/Probability Panel,0,Older
Big Village,1.2,NA,Donald Trump,REP,40.9,3030,Adults,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,43.5,2474,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,45,2207,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,42,4000,Voters,Online Panel,1,Older
Quinnipiac,2.8,Pennsylvania,Donald Trump,REP,47,1725,Voters,Live Phone,0,Older
Premise,1.9,NA,Donald Trump,REP,42,1784,Adults,App Panel,1,Older
Premise,1.9,NA,Donald Trump,REP,45,1337,Voters,App Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,5000,Voters,Online Panel,1,Older
